subscription_id,customer_id,plan_id,status,billing_cycle,mrr,start_date,end_date,created_at,updated_at
sub_324933,cust_429153,3,active,monthly,79,2024-09-08,,2024-09-08 00:00:00,2024-12-31 00:00:00
sub_631085,cust_980605,1,churned,monthly,0,2023-05-24,2023-06-26,2023-05-24 00:00:00,2023-06-26 00:00:00
sub_198351,cust_364039,1,active,annual,0,2024-05-23,,2024-05-23 00:00:00,2024-12-31 00:00:00
sub_253624,cust_347399,1,churned,monthly,0,2024-03-09,2024-04-12,2024-03-09 00:00:00,2024-04-12 00:00:00
sub_697053,cust_833602,4,active,annual,199,2023-04-26,,2023-04-26 00:00:00,2024-12-31 00:00:00
sub_335959,cust_423141,4,active,monthly,199,2023-01-22,,2023-01-22 00:00:00,2024-12-31 00:00:00
sub_173131,cust_365271,2,active,monthly,29,2024-07-19,,2024-07-19 00:00:00,2024-12-31 00:00:00
sub_635231,cust_563892,4,active,monthly,199,2024-02-02,,2024-02-02 00:00:00,2024-12-31 00:00:00
sub_450311,cust_268010,3,active,annual,79,2024-03-25,,2024-03-25 00:00:00,2024-12-31 00:00:00
sub_539437,cust_615576,3,active,monthly,79,2024-04-27,,2024-04-27 00:00:00,2024-12-31 00:00:00
sub_125862,cust_468948,4,active,monthly,199,2024-03-06,,2024-03-06 00:00:00,2024-12-31 00:00:00
sub_647622,cust_564943,1,active,monthly,0,2024-10-18,,2024-10-18 00:00:00,2024-12-31 00:00:00
sub_627573,cust_904894,3,active,monthly,79,2024-10-26,,2024-10-26 00:00:00,2024-12-31 00:00:00
sub_448458,cust_281905,3,active,monthly,79,2024-08-30,,2024-08-30 00:00:00,2024-12-31 00:00:00
sub_823797,cust_335391,3,churned,annual,0,2023-01-22,2024-12-03,2023-01-22 00:00:00,2024-12-03 00:00:00
sub_744918,cust_276953,3,active,monthly,79,2023-02-20,,2023-02-20 00:00:00,2024-12-31 00:00:00
sub_355537,cust_853489,3,active,monthly,79,2024-06-22,,2024-06-22 00:00:00,2024-12-31 00:00:00
sub_306612,cust_952924,2,active,monthly,29,2023-09-30,,2023-09-30 00:00:00,2024-12-31 00:00:00
sub_592491,cust_810083,3,churned,monthly,0,2023-07-13,2024-02-13,2023-07-13 00:00:00,2024-02-13 00:00:00
sub_258162,cust_487593,4,active,monthly,199,2024-08-19,,2024-08-19 00:00:00,2024-12-31 00:00:00
sub_525577,cust_502124,3,active,monthly,79,2024-03-09,,2024-03-09 00:00:00,2024-12-31 00:00:00
sub_479637,cust_735829,4,active,monthly,199,2024-11-17,,2024-11-17 00:00:00,2024-12-31 00:00:00
sub_916634,cust_488918,2,active,annual,29,2023-05-16,,2023-05-16 00:00:00,2024-12-31 00:00:00
sub_241232,cust_656189,1,active,monthly,0,2024-03-19,,2024-03-19 00:00:00,2024-12-31 00:00:00
sub_379503,cust_376002,3,active,monthly,79,2024-09-19,,2024-09-19 00:00:00,2024-12-31 00:00:00
